시작일,종료일,행사명,행사주소,연락처,위도,경도
20210701,20210704,인천 개항장 문화재 야행,인천광역시 중구 신포로27번길 80,032-899-7426,37.4737642366,126.6215617279
20201022,20201115,인천과학대제전 2020,온라인개최,032-423-3303,37.3889717474,126.6463951460
20210826,20210829,인천국제디자인페어,인천광역시 연수구 센트럴로 123,070-4895-0879,37.3881746028,126.6455452451
20210630,20210701,인천국제해양포럼,인천광역시 연수구 센트럴로 123,02-2152-5085,37.3881662706,126.6455591327
20210708,20210711,인천여성영화제,인천광역시 미추홀구 미추홀대로 716,032-330-3080,37.4613528325,126.6806289059
20201005,20201105,일상속 333 챌린지! 2020,온라인개최,031-230-1693,,
20200918,20200921,임방울 국악제 2020,광주광역시 북구 북문대로 60,062-521-0731,37.4100356243,127.2494452622
20201009,20201025,자라섬국제재즈페스티벌 2020,온라인개최,031-581-2813~4,37.8171295389,127.5270471526
20200918,20200920,자문밖문화축제 2020,서울특별시 종로구 평창문화로 63,02-6365-1388,37.6063188791,126.9680902872
20210101,20211231,장승마을 빛 축제 2021,충청남도 공주시 사곡면 유구마곡사로 1231,041-841-5220~1,36.5572993817,127.0213533746
20200923,20200925,장애인문화예술축제 2020,경기도 가평군 가평읍 달전리 1-1,02-304-6211,37.8104943540,127.5354271394
20201016,20201018,전국생활문화축제 2020,전라남도 순천시 국가정원1호길 162-11,061-746-2917,34.9302732850,127.5106830806
20201029,20201029,전국장애인부모대회 2020,온라인개최,-,37.5972948238,126.9622299667
20200919,20200920,전남GT 2020,전라남도 영암군 삼호읍 삼포리 영암 코리아 인터내셔널 서킷,061-286-3142,34.7381625938,126.4156064506
20210901,20211031,전남국제수묵비엔날레,전라남도 목포시 남농로 102,061-280-5872,34.7917871569,126.4182854798
20200924,20201023,전남국제수묵비엔날레 특별기획전 2020,전라남도 목포시 번화로 18,061-280-5870,34.7860344247,126.3815027561
20210508,20210627,전라감영이 돌아왔다,전라북도 전주시 완산구 전라감영로 55,063-232-9938,35.8166417663,127.1459424630
20210515,20211030,전라북도 거리극축제 노상놀이야,전라북도 전주시 완산구 기린대로 99,063-236-1577,35.8183333748,127.1536778411
20201119,20201121,전북청소년영화제 2020,전라북도 전주시 완산구 전주객사3길 22,063-253-4045,35.8183942889,127.1427038165
20210601,20210630,전쟁기념관 현충일 온라인 그림그리기 대회,서울특별시 용산구 이태원로 29,"02-709-3143, 3145",37.5373270838,126.9784385198
20210522,20211010,전주 경기전 '수복청 상설공연',전라북도 전주시 완산구 태조로 44,063-232-9938,35.8162807559,127.1493699447
20210522,20211002,전주 한옥마을 경기전 '왕과의 산책',전라북도 전주시 완산구 태조로 44,063-232-9938,35.8162252063,127.1493588361
20210522,20211002,전주 한옥마을 '경기전 사람들',전라북도 전주시 완산구 태조로 44,063-232-9938,35.8162807559,127.1493699447
20210505,20210507,전주 한지문화축제,전라북도 전주시 완산구 현무1길 20,063-271-2503,35.8206802363,127.1482671501
20210429,20210508,전주국제영화제,전라북도 전주시 완산구 전주객사4길 46,063-288-5433,35.8200080116,127.1437203505
20210515,20210531,전주대사습놀이,전라북도 전주시 완산구 풍남문4길 27,063-252-6792,35.8148836206,127.1451981307
20211008,20211014,전주독서대전,전라북도 전주시 완산구 전주천동로 20,진도서관 책읽는도시팀)063-281-6514,35.8122508208,127.1586775554
20210618,20210619,전주문화재야행,전라북도 전주시 완산구 태조로 44,063-232-9937,35.8162807559,127.1493699447
20201106,20201107,전주사회혁신한마당 2020,전라북도 전주시 완산구 기린대로 209,063-273-9669,35.8253296814,127.1467699397
20210929,20211003,전주세계소리축제,전라북도 전주시 덕진구 소리로 31,063-232-8394,35.8553233330,127.1376921847
20210211,20210214,전주역사박물관 설날 세시풍속 한마당,전라북도 전주시 완산구 쑥고개로 259,063-228-6485,35.8012592666,127.0930836796
20210701,20210930,"전통의 전주, 살아있는 전라감영",전라북도 전주시 완산구 전라감영로 55,063-236-1577,35.8166417663,127.1459424630
20210414,20210421,젊은안무자창작공연,서울특별시 양천구 목동서로 225,"02-744-8066, 070-5213-0038/2806",37.5271541181,126.8707958384
20201019,20201023,정동문화축제 2020,서울특별시 중구 정동길 3,02-3701-1603,37.5681789032,126.9700161923
20201210,20201210,정보통신방송사업 온라인 성과보고회 2020,온라인개최,leejj1980@rainbowpr.co.kr,,
20210703,20210904,정선 아라리촌 놀이마당,강원도 정선군 정선읍 애산로 37,033-560-3016,37.3741912507,128.6715123775
20210402,20211127,정선아리랑극 아리아라리,강원도 정선군 정선읍 애산로 51,033-560-3017,37.3763882199,128.6715234213
20210729,20210731,정선인형극제,강원도 정선군 정선읍 애산로 165,아라리인형의집 033-563-9667,37.3880396656,128.6721063518
20211022,20211023,정약용 문화제,경기도 남양주시 조안면 다산로747번길 11,031)590-2474,37.5164880709,127.2992321483
20200926,20200927,정읍사문화제 2020,전라북도 정읍시 정읍사로 541,063-532-8880,35.5507170954,126.8615801738
20201107,20201108,제주 드라이브 잇쇼 (JEJU DRIVE EAT SHOW) 2020,제주특별자치도 제주시 서광로2길 24,064-711-1002,33.4963389152,126.5143129098
20210514,20210531,제주 설문대할망 페스티벌,제주특별자치도 제주시 조천읍 남조로 2023,제주돌문화공원 064-710-7731,33.4501574363,126.6584403292
20210406,20210408,제주 유채꽃축제,온라인개최,064-760-3946,33.3830799862,126.7363323235
20210522,20210620,제주 한림공원 부겐빌레아 축제,제주특별자치도 제주시 한림읍 한림로 300,064-796-0001,33.3902018773,126.2397419496
20210101,20211231,"제주 허브동산 ""별빛놀이"" 2021",제주특별자치도 서귀포시 표선면 돈오름로 170,064-787-7362~3,33.3291149802,126.8147712030
20210808,20210815,제주국제관악제,제주특별자치도 제주시 동광로 90,064-722-8704,33.5048855642,126.5377440121
20210211,20210214,제주민속촌 설맞이 민속체험행사,제주특별자치도 서귀포시 표선면 민속해안로 631-34,064-787-4501,33.3218273297,126.8418190282
20210607,20210630,제주민속촌 수국축제,제주특별자치도 서귀포시 표선면 민속해안로 631-34,064)787-4501,33.3213162956,126.8431022619
20201023,20201114,제주올레걷기축제 2020,제주특별자치도 서귀포시 중정로 22,064-762-2190,33.2474337936,126.5586785658
20210724,20210815,제주유리의성 별빛축제 야간개장,제주특별자치도 제주시 한경면 녹차분재로 462,064-772-7777,33.3146635422,126.2736712376
20210603,20210606,제주카페스타 (JEJU CAFESTA),제주특별자치도 서귀포시 중문관광로 224,064-711-1002,33.2412740186,126.4244958917
20201109,20201127,제주프린지페스티벌 2020,온라인개최,064-758-0332,33.5116345752,126.5225868431
20210906,20210909,제주해비치아트페스티벌,제주특별자치도 서귀포시 표선면 민속해안로 537,02-3019-5853~6,33.3215135225,126.8447465590
20200813,20200818,제천국제음악영화제 2020,충청북도 제천시 의병대로18길 1,"02-925-2242, 043-646-2242",37.0120124713,128.1760675223
20201016,20201017,제천의병제 2020,충청북도 제천시 봉양읍 공전리 476-1,-,37.0990785573,128.0860814109
20201127,20201227,조강평화문화제 2020,경기도 김포시 장기동 한강중앙공원,031-996-7643,37.6434621091,126.6752354240
20201008,20201111,조계사 국화향기 나눔전 2020,서울특별시 종로구 우정국로 55,02-768-8600,37.5733035136,126.9815038890
20210401,20210411,조치원봄꽃축제,온라인개최,044-301-5052,36.6046016278,127.2984771905
20210502,20210502,종묘대제,서울특별시 종로구 종로 157,02-3210-4803,37.5742897425,126.9944471257
20200808,20200808,주문진 어물전 축제 건맥파티 2020,강원도 강릉시 주문진읍 해안로 1748,033-661-9599,37.8912178732,128.8287935273
20210101,20211231,주문진 음악불꽃크루즈 2021,강원도 강릉시 주문진읍 해안로 1730,1522-8905,37.8895291758,128.8285935985
20201101,20201122,주안미디어문화축제 2020,온라인개최,032-880-7978,37.4591614034,126.6796568333
20200801,20201226,진도 토요민속여행 상설공연 2020,전라남도 진도군 진도읍 진도대로 7197,061-540-3073,34.4795198452,126.2698698980
20210427,20210429,진도신비의바닷길 온라인 축제,온라인개최,061-540-3407,34.4227524921,126.3489392759
20201120,20201122,진안고원 김치보쌈축제 2020,전라북도 진안군 진안읍 시장1길 16,063-433-6613,35.7926633285,127.4294401177
20210308,20210312,진안고원 운장산 고로쇠축제,온라인개최,063-430-2391~3 / 063-430-8384,35.9838408705,127.3889108687
20210501,20210505,진주 논개제,경상남도 진주시 남강로 626,055-746-5081,35.1904345642,128.0802485914
20200801,20201031,진주 무형문화재 토요상설공연 2020,경상남도 진주시 남강로 626,문화예술과 055-749-5312,35.1904345642,128.0802485914
20200101,20201231,창경궁 야간 상시관람 2020,서울특별시 종로구 창경궁로 185,02-762-9515,37.5807973206,126.9945052690
20210429,20210620,창덕궁 달빛기행,서울특별시 종로구 율곡로,02-3210-3503,37.5828248057,126.9913388341
20200911,20200925,창무국제공연예술제 2020,온라인개최,070-4264-8252,,
20210403,20210430,창원 고향의 봄 예술제,경상남도 창원시 의창구 중앙대로 181,055-267-5599,35.2300938039,128.6869944309
20200917,20201101,창원조각비엔날레 2020,경상남도 창원시 의창구 중앙대로 181,055-714-1978,35.2294826903,128.6831003428
20201030,20201101,처용문화제 2020,울산 남구 신정동 1513,052-270-9305,35.5504831920,129.3076730645
20200812,20200816,천문우주 페스티벌 2020,경기도 과천시 상하벌로 110,02-3677-1328,37.4383001830,127.0057860475
20210929,20211003,천안흥타령춤축제 [Cheonan World Dance Festival] 2021,충청남도 천안시 동남구 삼룡동 306-1,041-900-7392,36.7822983153,127.1671896816
20201024,20201108,청남대 국화축제 2020,충청북도 청주시 상당구 문의면 청남대길 646,043-257-5080,36.4622380327,127.4900889125
20210918,20210918,청년의 날 2021,서울특별시 송파구 올림픽로 424,02-780-3939,37.5209871362,127.1229758237
20210120,20211130,청도 프로방스 빛축제,경상북도 청도군 화양읍 이슬미로 272-23,054-372-5050,35.6841432611,128.7182098166
20200801,20200801,청소년 무대 예술 페스티벌 2020,대구광역시 달서구 공원순환로 201,053-651-5028,35.8451165839,128.5594887553
20201111,20201123,청소년을 위한 공연예술축제 2020,서울특별시 중구 세종대로19길 16,1833-6432,37.5667930530,126.9756046108
20211001,20211011,청원생명축제,충청북도 청주시 청원구 오창읍 미래지로 99,043-201-0252,36.7332499090,127.4073833117
20210908,20211017,청주공예비엔날레,충청북도 청주시 청원구 상당로 314,043-268-0256,36.6562491662,127.4923972539
20211008,20211009,청주문화재야행,충청북도 청주시 상당구 성안로,043-219-1015 / 043-219-1131,36.6329017813,127.4887982220
20200925,20200927,청주전통공예페스티벌 2020,온라인개최,070-4169-6543,36.6562491662,127.4923972539
20201029,20201031,청춘열전 흥 페스티벌 2020,온라인개최,02-6925-1255,37.5575514746,126.9205626669
20200926,20200927,청춘페스티벌 2020,서울특별시 마포구 한강난지로 162,02-722-9303,37.5628196780,126.8854129455
20191224,20200229,청평 슬로우파크 겨울송어축제 2020,경기도 가평군 청평면 청군로 70,031-584-0199,37.7497659835,127.4214031876
20200916,20200927,추석 농수특산물 서울장터 2020,온라인개최,02-542-2695,37.5665986816,126.9783710306
20210501,20211231,춘천 막국수닭갈비축제,강원 춘천시 삼천동 200-9,033-254-4347,,
20210505,20210523,춘천 애니타운 페스티벌 (CAF),강원도 춘천시 서면 박사로 854,033-245-6000,37.8930320971,127.6918410158
20210605,20210620,춘천 토이 페스티벌,강원도 춘천시 서면 박사로 854,033-245-6770,37.8930320971,127.6918410158
20210713,20210821,춘천공연예술제,강원도 춘천시 춘천로281번길 15,033-251-0545,37.8815871604,127.7430200289
20200814,20200830,춘천아트페스티벌 2020,강원도 춘천시 춘천로 112,033-251-0545,37.8729823203,127.7276939015
20210706,20211030,춘천연극제,강원도 춘천시 서부대성로 71,033-241-4345,37.8825368301,127.7312071874
20210529,20211223,춘천인형극제,강원도 춘천시 영서로 3017,033-242-8452,37.9216376309,127.7202320249
20200918,20200930,충남독서대전 2020,온라인개최,041-530-6603,36.7703884936,127.0056962280
20201022,20201026,충주국제무예액션영화제 2020,충청북도 충주시 남한강로 24,043-225-1095,36.9878796822,127.9055924945
20201224,20210221,칠갑산얼음분수축제 2021,충청남도 청양군 정산면 천장호길 175-11,041-942-0797~8,36.4094728367,126.9160529131
20201231,20210101,카운트다운 부산 - 바다 위로 희망 2021,온라인개최,-,,
20200626,20200628,케이펫페어 서울 2020,서울특별시 강남구 남부순환로 3104,02-6121-6396~8,37.4957363721,127.0719811806
20201102,20201130,코리아 먹켓 페스타 (KOREA MUK+KET FESTA) 2020,온라인개최,02-449-5009,37.4683111849,127.0390127336
20210114,20210228,코리아그랜드세일 2021,온라인개최,02-550-2533,37.5720426096,126.9848758397
20201224,20201227,키즈락 페스티벌,경기도 고양시 일산서구 킨텍스로 217-59,031-995-8178,37.6649608187,126.7434785815
20210202,20210203,탐라국입춘굿놀이 2021,온라인개최,064-758-0332,33.5133454804,126.5215257854
20201007,20201011,탐라문화제 2020,온라인개최,064-753-3287,33.5130456151,126.5279252356
20200929,20201108,태안 가을꽃 공원 2020,충청남도 태안군 안면읍 꽃지해안로 400,041-675-5533,36.5011689948,126.3367943161
20210101,20211231,태안 빛축제 2021,충청남도 태안군 남면 마검포길 200,041-675-9200,36.6151330244,126.2998807800
20210409,20210510,태안 세계튤립꽃박람회,충청남도 태안군 안면읍 꽃지해안로 400,041-675-5533,36.5011023351,126.3367804299
20210618,20210930,태안 수국 꽃 박람회,충청남도 태안군 남면 마검포길 200,041-675-9200,36.6164717773,126.3009584253
20210401,20210420,태안 수선화&루피너스 꽃 박람회,충청남도 태안군 남면 마검포길 200,041-675-9200,36.6151330244,126.2998807800
20201015,20201025,태화강국제설치미술제 2020,울산광역시 남구 북부순환도로 17,052-220-0611,35.5517322564,129.2653794980
20210109,20211218,토요명품공연,서울특별시 서초구 남부순환로 2364,02-580-3300,37.4776567975,127.0097651306
20201120,20201205,토요애 의령 농특산물 축제 2020,온라인개최,055-570-4110~4,35.3193292641,128.2843633787
20210326,20210404,통영 국제음악제,경상남도 통영시 큰발개1길 38,055-650-0400,34.8259957306,128.4400711845
20210709,20210718,통영연극예술축제,경상남도 통영시 남망공원길 29,055-645-6379,34.8451571899,128.4240026354
20200925,20210822,팀랩: 라이프,서울특별시 중구 을지로 281,-,37.5675991318,127.0099486810
20210104,20210214,파주 눈내리는 초리골 축제 2021,경기도 파주시 법원읍 초리골길 138-9,031-958-8880,37.8522416263,126.8906847990
20201222,20210228,파주 마장계곡 송어축제 2021,경기도 파주시 광탄면 마장리 421-1,031-962-6321 / 031-948-3933,37.7761447494,126.8799157350
20210101,20210214,파주송어축제 2021,경기도 파주시 광탄면 부흥로 194-42,1522-1531,37.8009083125,126.8678189133
20201127,20201129,파주장단콩축제 2020,경기도 파주시 문산읍 임진각로 164,"031-940-5281, 5288",37.8897734643,126.7417751478
20210505,20210509,파주출판도시 어린이책잔치,온라인개최,031-955-0062,37.7086519413,126.6866936546
20210101,20211231,판타스틱(Fanta-Stick),서울특별시 종로구 대학로 146 석정홀딩스,02-3143-5959,37.5843109371,127.0020489267
20201030,20201101,팔공산 산중전통장터 승시축제 2020,온라인개최,053-980-7985,35.9864587718,128.7022944448
20200817,20201115,팜파스 축제 2020,충청남도 태안군 남면 연꽃길 70,041-675-0656,36.6865664156,126.2973902397
20201016,20201122,퍼스트가든 국화축제 2020,경기도 파주시 탑삭골길 260,031-957-6861,37.7326982908,126.7949886250
20210101,20211231,퍼스트가든 빛축제 - 별빛이 흐르는 정원 2021,경기도 파주시 탑삭골길 260,031-957-6861,37.7326399636,126.7949386312
20200901,20200915,페스티벌31 2020,온라인개최,031-239-1020,37.1161456903,126.6833548427
20210424,20210912,평강랜드 수국축제,경기도 포천시 영북면 우물목길 171-18,031-5332-1779,38.0500344386,127.3062049175
20210918,20211121,평강랜드 핑크뮬리 축제,경기도 포천시 영북면 우물목길 171-18,031-532-1779,38.0500344386,127.3062049175
20210617,20210622,평창국제평화영화제,강원 평창군 대관령면 횡계리 707,033-244-5500,37.6712604185,128.7071418322
20210728,20210807,평창대관령음악제,강원도 평창군 대관령면 솔봉로 325,033-240-1363,37.6646525475,128.6915128866
20200807,20200808,평창평화뮤직페스티벌 2020,강원도 평창군 대관령면 올림픽로 220,070-4353-0257,37.6669053592,128.7067558891
20201106,20201115,평화누리길 비대면 걷기여행 2020,경기도 김포시 대곶면 대명항1로 110-36,031-956-8310,37.6407572428,126.5393173758
20201010,20201031,포항스틸아트페스티벌 2020,경상북도 포항시 북구 두호동 1015-6,054-289-7853~7,36.0623546491,129.3819991563
20200819,20200830,품앗이공연예술축제 2020,경기도 화성시 우정읍 이화뱅곳길 22,031-358-7587,37.0397676497,126.7980354195
20210401,20211231,플라잉(FLYing),경상북도 경주시 경감로 614,054-775-0815,35.8315650725,129.2892916998
20210820,20210821,피란수도 부산 문화재 야행,부산광역시 서구 임시수도기념로,070-5154-9944,35.1032530039,129.0196549929
20200927,20201025,하남이성산성문화축제 2020,온라인개최,031-790-7979,37.5447470040,127.2068036316
20200821,20200927,하동 리버사이드 워터파크 2020,경상남도 하동군 하동읍 광평리 49번지,010-3526-8045,35.0582575579,127.7533973843
20210515,20210523,하동 야생차문화축제,경상남도 하동군 화개면 쌍계로 571-25,055-880-2052~4,35.2325139254,127.6507963337
20201114,20201122,하동악양대봉감축제 2020,경상남도 하동군 악양면 평사리 평사리공원,악양면청년회 055-883-5530,35.1467380772,127.6851177601
20210730,20210815,하이브리드 한강나이트워크42K,서울특별시 영등포구 여의동로 280,070-4705-2008,37.5277830039,126.9368897969
20200101,20201231,하회별신굿탈놀이 상설공연 2020,경상북도 안동시 풍천면 하회종가길 3-15,054-854-3664,36.5409451627,128.5243722237
20191103,20210203,한-러 수교 30주년 기념 디지털 아트 동화 특별전 2020,제주특별자치도 제주시 애월읍 애월해안로 516-7,064-799-7578,33.4773135604,126.3592296033
20201030,20201101,한-아세안 공예장터 2020,부산광역시 수영구 구락로123번길 20,051-775-2026,35.1762660444,129.1156002056
20210116,20210221,한·아세안 미식만찬 2021,부산광역시 해운대구 좌동로 162,051-775-2026,35.1751757315,129.1820750100
20201024,20201025,한국국제걷기대회 2020,서울특별시 송파구 충민로 66,02-2274-7077,37.4776699781,127.1249713174
20200925,20200927,한국국제아트페어 2020,서울특별시 강남구 영동대로 513,02-733-3706~8,37.5118092746,127.0591318945
20201010,20201129,한국문화축제 2020,온라인개최,02-584-8173,,
20201201,20201231,한국민속예술제 2020,온라인개최,02-580-3278,36.4666363013,127.1075869625
20210424,20210620,한국민속촌 꽃놀이,경기도 용인시 기흥구 민속촌로 90,031-288-0000,37.2594535228,127.1205723175
20210403,20210620,한국민속촌 웰컴투조선,경기도 용인시 기흥구 민속촌로 90,031-288-0000,37.2593868634,127.1205445440
20210211,20210301,한국민속촌 정월맞이행사,경기도 용인시 기흥구 민속촌로 90,031-288-0000,37.2593868634,127.1205445440
20210501,20211031,한국민속촌 '달빛을 더하다',경기도 용인시 기흥구 민속촌로 90,031-288-0000,37.2594535228,127.1205723175
20191130,20200426,한국민속촌 '추억의 그때 그 놀이' 2020,경기도 용인시 기흥구 민속촌로 90,031-288-2933,37.2593868634,127.1205445440
20200909,20200911,한국음식관광박람회 2020,서울특별시 서초구 강남대로 27,02-737-2210,37.4686111452,127.0387710802
20210101,20211231,한국의집 전통예술공연 KOREA 심청,서울특별시 중구 퇴계로36길 10,02-2266-9101~3,37.5601774962,126.9945752914
20201118,20201119,한국해사주간(Korea Maritime Week) 2020,서울특별시 강남구 언주로 640,02-6275-0226,37.5141113691,127.0359728259
20210414,20210430,한라산 청정 고사리 축제,제주특별자치도 서귀포시 남원읍 태위로 695,"760-4181~2, 4126",33.2799383418,126.7207249076
20201106,20201129,한림공원 국화축제 2020,제주특별자치도 제주시 한림읍 한림로 300,064-796-0001,33.3897241270,126.2381087692
20210206,20210228,한림공원 매화축제 2021,제주특별자치도 제주시 한림읍 한림로 300,064-796-0001,33.3902018773,126.2397419496
20210601,20210627,한림공원 수국축제,제주특별자치도 제주시 한림읍 한림로 300,064-796-0001~4,33.3902018773,126.2397419496
20210701,20210831,한림공원 연꽃축제,제주특별자치도 제주시 한림읍 한림로 300 한림공원,064-796-0001,33.3902018773,126.2397419496
20210325,20210411,한림공원 튤립축제,제주특별자치도 제주시 한림읍 한림로 300,064-796-0001,33.3897241270,126.2381087692
20211006,20211010,한성백제문화제 「2021 대백제전」,서울특별시 송파구 올림픽로 424,02-2147-2800,37.5194456386,127.1224425827
20201009,20201010,한양도성문화제 2020,서울특별시 중구 회현동1가 100-267,070-7462-1106,37.5539085600,126.9823071428
20200801,20200815,한여름 밤의 신정호 별빛축제 2020,충청남도 아산시 신정로 616,041-532-1820,36.7715352005,126.9839592682
20200814,20200817,한여름밤의 축제 '자원관이 살아있다' 2020,경상북도 상주시 도남2길 137,054-530-0771,36.4456093881,128.2554321902
20210905,20210905,한일축제한마당 in Seoul,온라인개최,02-702-7775,37.5117592813,127.0591874466
20201019,20201109,"함께 걷자, Red Walker 2020",비대면개최,032-810-1315~8,,
20210423,20210502,함안수박 온라인축제,경상남도 함안군 가야읍 함안대로 755,031-792-6687,35.2940508357,128.3987956928
20210910,20211010,함양산삼항노화엑스포 2021,경남 함양군 교산리 1047-1 / 경남 함양군 병곡면 광평리 663,055-964-3382,35.5240350245,127.7212158272
20210313,20210314,해남 땅끝매화축제,온라인개최,061-530-5158,34.6245261535,126.4633855169
20201017,20201017,해남 초의문화제 2020,전라남도 해남군 해남읍 군청길 4,061-535-0986,34.5735424396,126.5992608873
20210505,20210509,해운대 모래작품 전시회,부산광역시 해운대구 중동1411-23,051-749-4061~3,35.1595632252,129.1623632643
20210611,20210620,해운대 북극곰 축제,부산광역시 해운대구 해운대해변로 280,051-731-1509,35.1595354549,129.1626049105
20210215,20210328,해운대 빛축제 2021,"부산광역시 해운대구 해운대해수욕장, 구남로 일원",051-749-4061~3,35.1600603681,129.1610994719
20210703,20210831,허브아일랜드 라벤더축제,경기도 포천시 신북면 청신로947번길 35,031-535-6494,37.9659160606,127.1316789055
20210101,20211231,허브아일랜드 불빛동화축제 2021,경기도 포천시 신북면 청신로947번길 35,031-535-6494,37.9659160606,127.1316789055
20201128,20201129,헬로메이커 코리아 2020,부산광역시 기장군 기장읍 동부산관광6로 59,070-7327-0611,35.2046063384,129.2127048692
20201212,20201218,현대모비스 기부런 2020,온라인개최,070-7575-2351~2,,
20210703,20210904,"호남제일성, 전라감영 역사의 울림",전라북도 전주시 완산구 동문길 115-2,063-232-1902,35.8177277863,127.1478144896
20200818,20200827,호텔 페르소나 2020,경기도 수원시 팔달구 신풍로 68,010-8255-8978,37.2870845255,127.0138840002
20211021,20211024,홈라이프스타일쇼,광주광역시 서구 상무누리로 30,0662-611-3501~3,35.1467180358,126.8405588979
20211007,20211009,홈케어·재활·복지 전시회,서울특별시 강남구 영동대로 513,02-881-5151,37.5117148467,127.0594429796
20210416,20210530,홍가시나무 천국 페스티벌,충청남도 태안군 남면 연꽃길 70,041-675-0656,36.6865664156,126.2973902397
20210123,20210331,홍성 남당항 새조개 온라인축제 2021,온라인개최,041-634-0104,36.5394807577,126.4703451469
20210514,20210516,홍성 역사인물축제 2021,충청남도 홍성군 홍성읍 아문길 27,041-630-1227~8,36.6013102581,126.6607707762
20210416,20210509,홍천산나물축제,강원도 홍천군 서면 어유포리 317-4,033-439-5853,37.7028931641,127.6959601437
20210723,20210801,홍천찰옥수수축제,강원도 홍천군 홍천읍 설악로 1265,033-439-5853,37.6682389118,127.8484556568
20210501,20210522,화성행궁 생생문화재 <달달한 행궁로망스>,경기도 수원시 팔달구 정조로 825,031-290-3574,37.2819295766,127.0144035414
20210501,20211031,화성행궁 야간개장,경기도 수원시 팔달구 정조로 825,031-290-3600,37.2819295766,127.0144035414
20200911,20200913,황순원문학제 2020,경기도 양평군 서종면 소나기마을길 24,031-773-2299,37.5945387829,127.3781032925
20210508,20210508,황토현동학농민혁명기념제,전라북도 정읍시 덕천면 하학리 산3-5,063-538-1894,35.6336515335,126.8270977887
20201024,20201108,회남재 숲길 걷기 2020,경상남도 하동군 청암면 삼성궁길 2,055-880-2052~4,35.2387419579,127.7054469178
20201015,20201017,후용페스티벌 2020,강원도 원주시 문막읍 비야동길 11,033-732-0827,37.2739697999,127.8022713500
20201113,20210131,휴애리 동백축제 2020,제주특별자치도 서귀포시 남원읍 신례동로 256,064-732-2114,33.3085171454,126.6344317363
20210219,20210228,휴애리 매화축제,제주특별자치도 서귀포시 남원읍 신례동로 256,064-732-2114,33.3085171454,126.6344317363
20200918,20201115,휴애리 핑크뮬리 축제 2020,제주특별자치도 서귀포시 남원읍 신례동로 256,064-732-2114,33.3085171454,126.6344317363
20210401,20210912,휴애리유럽수국축제,제주특별자치도 서귀포시 남원읍 신례동로 256,064-732-2114,33.3085171454,126.6344317363
20200801,20200830,힘내라 대한민국! 공연여행 2020,강원도 춘천시 남산면 남이섬길 1,070-4367-0559,37.7901798790,127.5261480243
20190831,20210331,'2019나미콩쿠르' 수상작 展 2020,강원도 춘천시 남산면 남이섬길 1,031-580-8193,37.7901798790,127.5261480243
20201017,20201031,1890 남산골야시장 2020,서울특별시 중구 퇴계로34길 28,02-2266-6924,37.5584387906,126.9935365470
20210501,20210516,2021남이섬 세계책나라축제,강원도 춘천시 남산면 남이섬길 1,"031-580-8193, 8015",37.7901159965,127.5261035858
20210505,20210508,2021 양구 곰취축제,강원도 양구군 양구읍 박수근로 366-33,033-480-2229,38.1061821797,127.9824470365
20210505,20210509,2021 지평선 추억의 보리밭축제,전라북도 김제시 진봉면 진봉1길 15-3,진봉면사무소 063-540-4781,35.8592081580,126.7661390981
20210522,20210529,2021 Let's DMZ - DMZ콘서트,경기도 수원시 팔달구 효원로307번길 20,onhongbo@gmail.com,37.2619323007,127.0372659151
20210501,20210516,2565부산연등축제,부산광역시 부산진구 중앙대로 818,051-867-0501,,
20210410,20210419,4·19혁명국민문화제,온라인개최,02-901-6206,37.6483786128,127.0090436907
20210301,20211107,9.81파크; X리그 2021 정규시즌,제주특별자치도 제주시 애월읍 천덕로 880-24,064-1899-9810,33.3900649983,126.3665198188
20201022,20201023,ASCOM BLUES FESTIVAL 2020,인천광역시 부평구 길주로 547,010-5798-6577,37.5076454255,126.7230681898
20210909,20210916,DMZ국제다큐멘터리영화제,경기도 고양시 일산동구 중앙로 1036,1899-8318,37.6432308377,126.7896749719
20201218,20210630,Delight Seoul 2021,서울특별시 종로구 인사동길 49,02-3444-2208,37.5745200760,126.9835703327
20200817,20200823,EBS 국제다큐영화제 2020,온라인개최,1588-1580,37.6617058398,126.7545998786
20201022,20201025,Hello! 과학마을축제 2020,온라인개최,"042-861-5005, 042-861-3502",36.3842168221,127.3572695931
20201128,20201128,JAZZ IS BACK in 김광석거리 2020,대구 중구 대봉동 6-11,053-255-5123,35.8603268485,128.6069813718
20210716,20210718,K-일러스트레이션페어 부산 2021,부산광역시 해운대구 APEC로 55,02-761-2512,35.1691366711,129.1363402640
20210408,20210411,K-일러스트레이션페어 서울 2021,서울특별시 강남구 영동대로 513,02-761-2512,37.5117148467,127.0594429796
20210716,20210718,K-핸드메이드페어 부산 2021,부산광역시 해운대구 APEC로 55,02-761-2512,35.1690700054,129.1359569660
20211209,20211212,K-핸드메이드페어 2021,서울특별시 강남구 영동대로 513,02-761-2512,37.5118092746,127.0591318945
20201219,20201227,K-MAS 라이브 마켓 2020,서울특별시 종로구 삼청로 1,02-2656-9900,37.5767586303,126.9794289801
20200919,20200920,KB RAPBEAT FESTIVAL(KB 랩비트 페스티벌) 2020,경기도 과천시 광명로 181,02-6012-7135,37.4338981534,127.0190599639
20201112,20201114,KOREA 월드푸드 챔피언십 2020,서울특별시 서초구 강남대로 27,"02-802-7666, 7669",37.4672779825,127.0396460387
